Bắc Trung Bộ và duyên hải miền Trung,Lâm Đồng,2.1,2.3,-5.3,1.4,1.1,1,-2.1,-0.4,-3.1,-1.4,-1.5,1.4,-0.7,-1.8,-1.6,0.09,-0.7,-1.12
Đông Nam Bộ,Bình Phước,-2,-5.3,-3.6,-0.1,-6.9,-0.8,-2.2,-2.1,-4,-0.5,3,-2.7,-0.7,-1.7,-2.01,-2.22,1.25,2.3
Đông Nam Bộ,Tây Ninh,-4.2,-5,-5.3,-3.9,-3.9,-1.7,0,-2.7,-0.8,-2.4,-0.7,-0.8,-0.8,-1.5,-0.55,3.73,3.95,1.59
Đông Nam Bộ,Bình Dương,18,41.1,27.1,68.1,74.6,42.7,48.9,34.5,52,42,23.5,23.9,47.9,40.1,58.6,30.75,22.16,23.02
Đông Nam Bộ,Đồng Nai,-3.1,0.6,2.5,13.2,16.4,22.1,12.5,6.7,11.9,14.1,11.2,0.6,5,8.7,8.23,0.6,4.6,2.5
Đông Nam Bộ,Bà Rịa - Vũng Tàu,2.6,0.3,-2.3,4.3,4.4,5.7,2.8,4,7.2,0.7,1.1,0.4,-0.7,1.8,3.21,0.92,-0.9,-1.49
Đông Nam Bộ,TP. Hồ Chí Minh,14,22.2,14.6,27.1,18.4,11.5,7.6,6.2,5.5,4.6,6.6,5.3,6.1,15.2,17.97,21.8,7.23,6.83
Đồng bằng sông Cửu Long,Long An,-3.9,-5.6,-5,-3.9,-3.5,-3.9,-2.8,-2.1,-2.7,-2,-2.5,-2.7,-4.9,3.5,1.12,2.13,1.71,1.81
Đồng bằng sông Cửu Long,Tiền Giang,-0.1,-3.9,-0.7,-8.6,-0.2,-1,-1.3,3.3,0.3,-1,2.1,0.3,-0.8,-5,-3.42,-5.02,-0.07,-2.27
Đồng bằng sông Cửu Long,Bến Tre,-4.6,-6.7,-3.9,-13.4,-12.9,-9.8,-8.3,-3.9,-6.5,-3.7,-3.9,-1.5,-4.3,-7.1,-10.27,-5.35,-0.97,-1.94
Đồng bằng sông Cửu Long,Trà Vinh,-0.7,-4.3,4.4,-12.1,-4.1,-1.3,-4.7,2.2,-5,-2.7,-2.5,-1.1,-11.2,-8.9,-21.49,-11.21,-9.15,-10.11
Đồng bằng sông Cửu Long,Vĩnh Long,-2.1,-5.2,-3.9,-10.4,-13.4,-3.9,-1.3,2.7,-4.9,-5.2,0.8,-3.9,-0.8,-7.7,-7.33,-7.18,-1.46,-4.49
Đồng bằng sông Cửu Long,Đồng Tháp,-3.4,-6.3,-3.1,-9.1,-6.6,-5.4,-6.3,-5.7,-6.4,-7.3,-6.4,-6.3,-3.7,-11.2,-7.67,-23.69,-7.21,-4.05
Đồng bằng sông Cửu Long,An Giang,-2.1,-2.8,-2.9,-9.2,-8.3,-12.2,-9,-8.2,-8.4,-9.6,-9.1,-3.7,-9.9,-14.4,-16.16,-22.85,-8.25,-7.26
Đồng bằng sông Cửu Long,Kiên Giang,0,-1.3,-0.6,-6.7,-8.7,-7.8,-4.4,-6.7,-6.7,-7.9,-9.1,-8.7,-5.9,-8.5,-11.14,-15.4,-2.12,-7.02
Đồng bằng sông Cửu Long,Cần Thơ,-0.5,-0.6,-2.8,0.6,-1.7,-4.1,1.8,-4,-3.2,-4.6,-2.7,4.7,-1.8,1.8,-2.2,-0.91,11.16,4.27
Đồng bằng sông Cửu Long,Hậu Giang,-1.6,-9.3,-4.1,-7.5,-6.9,2.3,-3.9,-4.1,-13.5,-4.2,-2.6,-8.6,-3.7,-12.2,-23.76,-17.73,-1.99,-8.43
Đồng bằng sông Cửu Long,Sóc Trăng,-1.8,-6.8,-0.2,-9.5,-9.9,-11.7,-8.2,-6.3,-8.6,-5.2,-5.4,-7.7,-14.5,-15,-19.3,-20.9,-14.54,-10.79
Đồng bằng sông Cửu Long,Bạc Liêu,-0.8,-5,-1.7,-9.3,-10.6,-6.6,-8.3,-13.9,-14.1,-6.3,-6.9,-4,-6.7,-10.4,-13.34,-17.61,-6.14,-6.44
Đồng bằng sông Cửu Long,Cà Mau,-0.3,-6.6,-5.3,-11.4,-27.2,-12.1,-5.8,-8.5,-13.6,-7.2,-8.2,-9.3,-6.6,-12.5,-15.15,-19.39,-12.32,-10.88
Đồng bằng sông Hồng,,-0.6,-0.4,-0.6,-0.5,0.5,0.9,0.2,-0.3,-0.5,0,0.5,0,0.8,1.5,3,3.56,2.4,3.14
Trung du và miền núi phía Bắc,,-0.4,-0.9,-0.6,-3.6,-3.9,-3.3,-2.6,-2.3,-2,-1.9,-2.5,-1.1,-2.1,-3.6,-5.3,-5.05,-4.54,-5.12
Bắc Trung Bộ và duyên hải miền Trung,,-2.6,-2.6,-1.9,-7.7,-5.7,-4,-4.4,-1.7,-1.8,-1.8,-1.1,-0.2,-2.2,-4.9,-6.2,-3.44,-2.88,-2.27
Đông Nam Bộ,,7.2,11.3,9.4,23.4,19.9,14.8,11.7,8.3,11.2,9.7,8.4,5.6,9.9,14.6,18.7,15.7,7.89,7.37
Đồng bằng sông Cửu Long,,-1.8,-4.7,-3.2,-8.4,-8.4,-6.5,-5,-4.3,-6.7,-5.4,-4.6,-4,-5.8,-8,-10.5,-12.5,-3.77,-4.8
